Organisation,Location,Date,Rocket_Status,Price,Mission_Status
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Fri Jan 29, 2016 22:20 UTC",Active,65.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Jan 27, 2016 23:20 UTC",Active,200.0,Success
Blue Origin,"Launch Site One, West Texas, Texas, USA","Fri Jan 22, 2016",Active,0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Wed Jan 20, 2016 04:01 UTC",Active,31.0,Success
SpaceX,"SLC-4E, Vandenberg SFB, California, USA","Sun Jan 17, 2016 18:42 UTC",Retired,56.5,Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Fri Jan 15, 2016 16:57 UTC",Active,29.15,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Dec 28, 2015 16:04 UTC",Active,29.15,Success
Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Thu Dec 24, 2015 21:31 UTC",Active,65.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Tue Dec 22, 2015 01:29 UTC",Retired,62.0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Dec 21, 2015 08:44 UTC",Active,17.42,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Thu Dec 17, 2015 11:51 UTC",Active,30.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Thu Dec 17, 2015 00:12 UTC",Active,29.75,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Wed Dec 16, 2015 12:30 UTC",Active,21.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Dec 15, 2015 11:03 UTC",Retired,0,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Sun Dec 13, 2015 00:19 UTC",Active,65.0,Success
Roscosmos,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Fri Dec 11, 2015 13:45 UTC",Retired,0,Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Wed Dec 09, 2015 16:46 UTC",Active,29.15,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Sun Dec 06, 2015 21:44 UTC",Active,109.0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Sat Dec 05, 2015 14:08 UTC",Active,0,Partial Failure
Arianespace,"ELV-1, Guiana Space Centre, French Guiana, France","Thu Dec 03, 2015 04:04 UTC",Active,37.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Thu Nov 26, 2015 21:24 UTC",Active,64.68,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Nov 24, 2015 06:50 UTC",Active,0,Success
Blue Origin,"Launch Site One, West Texas, Texas, USA","Mon Nov 23, 2015",Active,0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Fri Nov 20, 2015 16:07 UTC",Active,29.15,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Nov 17, 2015 06:33 UTC",Active,25.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Nov 10, 2015 21:34 UTC",Active,200.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Sun Nov 08, 2015 07:06 UTC",Active,64.68,Success
Sandia,"LP-41, Kauai, Pacific Missile Range Facility","Wed Nov 04, 2015 03:45 UTC",Active,15.0,Failure
CASC,"LC-3, Xichang Satellite Launch Center, China","Tue Nov 03, 2015 16:25 UTC",Active,29.15,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Sat Oct 31, 2015 16:13 UTC",Active,109.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Oct 26, 2015 07:10 UTC",Active,29.75,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Fri Oct 16, 2015 20:40 UTC",Active,65.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Fri Oct 16, 2015 16:16 UTC",Active,29.15,Success
ULA,"SLC-3E, Vandenberg SFB, California, USA","Thu Oct 08, 2015 12:49 UTC",Active,109.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Wed Oct 07, 2015 04:13 UTC",Active,29.75,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Fri Oct 02, 2015 10:28 UTC",Active,123.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Oct 01, 2015 16:49 UTC",Retired,20.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Sep 30, 2015 20:30 UTC",Active,200.0,Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Tue Sep 29, 2015 23:13 UTC",Active,29.15,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Mon Sep 28, 2015 04:30 UTC",Active,31.0,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China","Fri Sep 25, 2015 01:41 UTC",Active,5.3,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Sep 23, 2015 21:59 UTC",Retired,13.0,Success
CASC,"LC-16, Taiyuan Satellite Launch Center, China","Sat Sep 19, 2015 23:01 UTC",Active,19.0,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Mon Sep 14, 2015 19:00 UTC",Active,65.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Sep 14, 2015 04:42 UTC",Active,29.75,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Sat Sep 12, 2015 15:42 UTC",Active,29.15,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Fri Sep 11, 2015 02:08 UTC",Active,30.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Wed Sep 02, 2015 10:18 UTC",Active,153.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Sep 02, 2015 04:37 UTC",Retired,0,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Fri Aug 28, 2015 11:43 UTC",Active,65.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Thu Aug 27, 2015 11:22 UTC",Active,47.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Thu Aug 27, 2015 02:31 UTC",Active,64.68,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Aug 20, 2015 20:34 UTC",Active,200.0,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan","Wed Aug 19, 2015 11:50 UTC",Retired,112.5,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Sat Jul 25, 2015 12:29 UTC",Active,0,Success
ULA,"SLC-37B, Cape Canaveral SFS, Florida, USA","Fri Jul 24, 2015 00:07 UTC",Retired,0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Jul 22, 2015 21:02 UTC",Retired,0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Jul 15, 2015 21:42 UTC",Active,200.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Wed Jul 15, 2015 15:36 UTC",Active,109.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Fri Jul 10, 2015 16:28 UTC",Active,31.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 03, 2015 04:55 UTC",Retired,20.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Sun Jun 28, 2015 14:21 UTC",Retired,56.5,Failure
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Fri Jun 26, 2015 06:22 UTC",Active,64.68,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Jun 23, 2015 16:43 UTC",Active,20.0,Success
Arianespace,"ELV-1, Guiana Space Centre, French Guiana, France","Tue Jun 23, 2015 01:51 UTC",Active,37.0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Jun 05, 2015 15:23 UTC",Active,17.42,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed May 27, 2015 21:16 UTC",Active,200.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Wed May 20, 2015 15:05 UTC",Retired,120.0,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Sat May 16, 2015 05:47 UTC",Active,65.0,Failure
Blue Origin,"Launch Site One, West Texas, Texas, USA","Wed Apr 29, 2015",Active,0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Apr 28, 2015 07:09 UTC",Active,17.42,Failure
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Mon Apr 27, 2015 23:03 UTC",Retired,56.5,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sun Apr 26, 2015 20:00 UTC",Active,200.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Tue Apr 14, 2015 20:10 UTC",Retired,56.5,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Mar 31, 2015 13:47 UTC",Retired,13.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Mar 30, 2015 13:52 UTC",Active,20.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Sat Mar 28, 2015 11:49 UTC",Active,31.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Fri Mar 27, 2015 21:46 UTC",Active,30.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Mar 27, 2015 19:42 UTC",Retired,0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Thu Mar 26, 2015 01:21 UTC",Active,90.0,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia","Wed Mar 25, 2015 22:08 UTC",Retired,29.0,Success
ULA,"SLC-37B, Cape Canaveral SFS, Florida, USA","Wed Mar 25, 2015 18:36 UTC",Retired,164.0,Success
Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Wed Mar 18, 2015 22:04 UTC",Active,65.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Fri Mar 13, 2015 02:44 UTC",Active,123.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Mon Mar 02, 2015 03:50 UTC",Retired,56.5,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Feb 27, 2015 11:01 UTC",Active,17.42,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Feb 17, 2015 11:00 UTC",Retired,20.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Wed Feb 11, 2015 23:03 UTC",Retired,56.5,Success
Arianespace,"ELV-1, Guiana Space Centre, French Guiana, France","Wed Feb 11, 2015 13:40 UTC",Active,37.0,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran","Mon Feb 02, 2015 08:52 UTC",Active,0,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Sun Feb 01, 2015 12:30 UTC",Active,65.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Sun Feb 01, 2015 01:21 UTC",Active,90.0,Success
ULA,"SLC-2W, Vandenberg SFB, California, USA","Sat Jan 31, 2015 14:22 UTC",Retired,0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Wed Jan 21, 2015 01:04 UTC",Active,153.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Sat Jan 10, 2015 09:47 UTC",Retired,56.5,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Wed Dec 31, 2014 01:02 UTC",Active,69.7,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Sat Dec 27, 2014 21:37 UTC",Active,65.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Sat Dec 27, 2014 03:22 UTC",Active,64.68,Success
VKS RF,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Dec 26, 2014 18:55 UTC",Active,20.0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Dec 25, 2014 03:01 UTC",Active,20.0,Success
VKS RF,"Site 35/1, Plesetsk Cosmodrome, Russia","Tue Dec 23, 2014 05:57 UTC",Active,100.0,Success
VKS RF,"Site 175/59, Baikonur Cosmodrome, Kazakhstan","Fri Dec 19, 2014 04:43 UTC",Retired,0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Thu Dec 18, 2014 18:37 UTC",Active,30.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Thu Dec 18, 2014 04:00 UTC",Active,62.0,Success
ILS,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Mon Dec 15, 2014 00:16 UTC",Active,65.0,Success
ULA,"SLC-3E, Vandenberg SFB, California, USA","Sat Dec 13, 2014 03:19 UTC",Active,145.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Wed Dec 10, 2014 19:33 UTC",Active,64.68,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Sun Dec 07, 2014 03:26 UTC",Active,64.68,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sat Dec 06, 2014 20:40 UTC",Active,200.0,Success
ULA,"SLC-37B, Cape Canaveral SFS, Florida, USA","Fri Dec 05, 2014 12:05 UTC",Active,350.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Wed Dec 03, 2014 04:22 UTC",Active,90.0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Sun Nov 30, 2014 21:52 UTC",Active,25.0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sun Nov 23, 2014 21:01 UTC",Retired,0,Success
CASIC,"Site 95, Jiuquan Satellite Launch Center, China","Fri Nov 21, 2014 06:37 UTC",Retired,0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Thu Nov 20, 2014 07:12 UTC",Active,29.75,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Fri Nov 14, 2014 18:53 UTC",Active,30.8,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia","Thu Nov 06, 2014 07:35 UTC",Retired,29.0,Success
Virgin Galactic,"VMS Eve, Mojave Air and Space Port, California, USA","Fri Oct 31, 2014 16:18 UTC",Active,0,Failure
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Oct 30, 2014 01:42 UTC",Active,23.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Wed Oct 29, 2014 17:21 UTC",Active,109.0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Oct 29, 2014 07:09 UTC",Active,17.42,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Tue Oct 28, 2014 22:22 UTC",Retired,80.0,Failure
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Oct 27, 2014 06:59 UTC",Active,30.8,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Oct 23, 2014 18:00 UTC",Active,20.0,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Tue Oct 21, 2014 15:09 UTC",Active,65.0,Partial Failure
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Mon Oct 20, 2014 06:31 UTC",Active,64.68,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Oct 16, 2014 21:43 UTC",Active,200.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Wed Oct 15, 2014 20:02 UTC",Active,31.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Oct 07, 2014 05:16 UTC",Active,90.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sun Sep 28, 2014 05:13 UTC",Active,30.8,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Sat Sep 27, 2014 20:23 UTC",Active,65.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Sep 25, 2014 20:25 UTC",Retired,0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Sun Sep 21, 2014 05:52 UTC",Retired,56.5,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Wed Sep 17, 2014 00:10 UTC",Active,109.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Sep 11, 2014 22:05 UTC",Active,200.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Mon Sep 08, 2014 03:22 UTC",Active,64.68,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Sun Sep 07, 2014 05:00 UTC",Retired,56.5,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Thu Sep 04, 2014 00:15 UTC",Active,29.75,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Fri Aug 22, 2014 12:27 UTC",Active,30.0,Partial Failure
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Tue Aug 19, 2014 03:15 UTC",Active,64.68,Success
ULA,"SLC-3E, Vandenberg SFB, California, USA","Wed Aug 13, 2014 18:30 UTC",Active,109.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Aug 09, 2014 05:45 UTC",Active,64.68,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Tue Aug 05, 2014 08:00 UTC",Retired,56.5,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Sat Aug 02, 2014 03:23 UTC",Active,109.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Jul 29, 2014 23:47 UTC",Retired,0,Success
ULA,"SLC-37B, Cape Canaveral SFS, Florida, USA","Mon Jul 28, 2014 23:28 UTC",Retired,164.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Jul 23, 2014 21:44 UTC",Retired,20.0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Jul 18, 2014 20:50 UTC",Active,17.42,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Mon Jul 14, 2014 15:15 UTC",Retired,56.5,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Sun Jul 13, 2014 16:52 UTC",Retired,80.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Thu Jul 10, 2014 18:55 UTC",Active,30.0,Success
VKS RF,"Site 35/1, Plesetsk Cosmodrome, Russia","Wed Jul 09, 2014 12:00 UTC",Retired,0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jul 08, 2014 15:58 UTC",Active,25.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Jul 03, 2014 12:43 UTC",Retired,13.0,Success
ULA,"SLC-2W, Vandenberg SFB, California, USA","Wed Jul 02, 2014 09:56 UTC",Retired,0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Mon Jun 30, 2014 04:22 UTC",Active,21.0,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia","Thu Jun 19, 2014 19:11 UTC",Retired,29.0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Sat Jun 14, 2014 17:16 UTC",Active,25.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed May 28, 2014 19:57 UTC",Retired,0,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Mon May 26, 2014 21:09 UTC",Retired,0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat May 24, 2014 03:05 UTC",Active,90.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri May 23, 2014 05:27 UTC",Retired,13.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Thu May 22, 2014 13:09 UTC",Active,109.0,Success
ULA,"SLC-37B, Cape Canaveral SFS, Florida, USA","Sat May 17, 2014 00:03 UTC",Retired,164.0,Success
Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Thu May 15, 2014 21:41 UTC",Active,65.0,Failure
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue May 06, 2014 13:49 UTC",Active,17.42,Success
Arianespace,"ELV-1, Guiana Space Centre, French Guiana, France","Wed Apr 30, 2014 01:35 UTC",Active,37.0,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Mon Apr 28, 2014 04:25 UTC",Active,65.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Fri Apr 18, 2014 19:25 UTC",Retired,56.5,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Apr 16, 2014 16:20 UTC",Retired,20.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Thu Apr 10, 2014 17:45 UTC",Active,145.0,Success
IAI,"Pad 1, Palmachim Airbase, Israel","Wed Apr 09, 2014 19:06 UTC",Active,0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Apr 09, 2014 15:26 UTC",Retired,20.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Fri Apr 04, 2014 11:44 UTC",Active,31.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Thu Apr 03, 2014 21:02 UTC",Active,30.0,Success
ULA,"SLC-3E, Vandenberg SFB, California, USA","Thu Apr 03, 2014 14:46 UTC",Active,109.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Mar 31, 2014 02:58 UTC",Active,30.8,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Mar 25, 2014 21:17 UTC",Retired,0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Sun Mar 23, 2014 22:54 UTC",Active,25.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sat Mar 22, 2014 22:04 UTC",Active,200.0,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Sat Mar 15, 2014 23:08 UTC",Active,65.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Thu Feb 27, 2014 18:37 UTC",Active,90.0,Success
ULA,"SLC-37B, Cape Canaveral SFS, Florida, USA","Fri Feb 21, 2014 01:59 UTC",Retired,164.0,Success
ILS,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Fri Feb 14, 2014 21:09 UTC",Active,65.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Feb 06, 2014 21:30 UTC",Active,200.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Feb 05, 2014 16:23 UTC",Retired,20.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Fri Jan 24, 2014 02:33 UTC",Active,109.0,Success
Virgin Galactic,"VMS Eve, Mojave Air and Space Port, California, USA","Fri Jan 10, 2014",Active,0,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Thu Jan 09, 2014 18:07 UTC",Retired,80.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Mon Jan 06, 2014 22:06 UTC",Retired,56.5,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Sun Jan 05, 2014 10:48 UTC",Active,47.0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Sat Dec 28, 2013 12:30 UTC",Active,0,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Thu Dec 26, 2013 10:49 UTC",Active,65.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Dec 25, 2013 00:31 UTC",Retired,13.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Fri Dec 20, 2013 16:42 UTC",Active,29.15,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Thu Dec 19, 2013 09:12 UTC",Active,30.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Mon Dec 09, 2013 03:26 UTC",Active,64.68,Failure
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Sun Dec 08, 2013 12:11 UTC",Active,65.0,Success
ULA,"SLC-3E, Vandenberg SFB, California, USA","Fri Dec 06, 2013 07:14 UTC",Retired,120.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Tue Dec 03, 2013 22:41 UTC",Retired,56.5,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Sun Dec 01, 2013 17:30 UTC",Active,29.15,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Nov 25, 2013 20:53 UTC",Retired,20.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Nov 25, 2013 02:12 UTC",Active,29.75,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Nov 22, 2013 12:02 UTC",Retired,13.0,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia","Thu Nov 21, 2013 07:10 UTC",Retired,29.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Wed Nov 20, 2013 03:31 UTC",Active,64.68,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA","Wed Nov 20, 2013 01:15 UTC",Active,40.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Mon Nov 18, 2013 18:28 UTC",Active,109.0,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Mon Nov 11, 2013 23:46 UTC",Active,65.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Nov 07, 2013 04:14 UTC",Retired,0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Tue Nov 05, 2013 09:08 UTC",Active,31.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Tue Oct 29, 2013 02:50 UTC",Active,30.8,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Fri Oct 25, 2013 18:08 UTC",Active,65.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Fri Oct 25, 2013 03:50 UTC",Active,64.68,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Sun Sep 29, 2013 21:38 UTC",Active,65.0,Success
SpaceX,"SLC-4E, Vandenberg SFB, California, USA","Sun Sep 29, 2013 16:00 UTC",Retired,56.5,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Sep 25, 2013 20:58 UTC",Retired,0,Success
CASIC,"Jiuquan Satellite Launch Center, China","Wed Sep 25, 2013 04:37 UTC",Retired,0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Mon Sep 23, 2013 03:07 UTC",Active,64.68,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Wed Sep 18, 2013 14:58 UTC",Retired,80.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Wed Sep 18, 2013 08:10 UTC",Active,140.0,Success
JAXA,"Mu Pad, Uchinoura Space Center, Japan","Sat Sep 14, 2013 05:00 UTC",Retired,0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Sep 11, 2013 23:23 UTC",Retired,13.0,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA","Sat Sep 07, 2013 03:27 UTC",Active,55.0,Success
